Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
645,2,2,6,68,115,94,82,83,71,63,40,34,24,20,11,7,3,2,1,NA
646,1,1,1,11,42,94,117,78,65,47,45,43,34,10,6,2,1,NA,NA,NA
647,1,8,59,92,95,68,55,60,67,58,42,27,17,26,16,17,5,9,9,4
648,10,18,58,61,69,72,67,76,64,58,54,37,23,22,16,12,7,4,3,4
649,40,58,22,11,65,90,76,87,82,59,41,30,17,19,13,14,5,1,1,NA
650,2,8,11,37,48,56,50,48,50,61,65,43,42,24,15,14,14,4,3,3
651,3,1,1,1,10,39,82,90,99,121,80,63,41,33,22,20,11,9,2,2
652,1,10,91,143,100,44,78,93,63,20,14,19,25,20,9,3,NA,NA,NA,NA
653,2,1,11,57,90,96,74,52,56,74,52,46,30,26,19,17,13,9,2,3
654,47,61,13,6,36,92,99,73,71,64,37,31,25,23,15,12,17,4,2,3
655,4,11,43,87,111,106,92,79,59,40,28,21,17,12,9,4,4,2,1,NA
656,2,19,75,108,115,92,82,84,65,39,18,16,7,2,2,2,1,1,2,NA
657,5,81,138,126,104,80,65,37,31,23,18,10,4,1,2,1,1,NA,NA,NA
658,13,65,99,111,76,74,90,76,41,35,20,16,6,5,1,1,1,NA,NA,NA
659,1,5,28,58,48,75,82,79,56,62,59,40,38,30,31,15,11,7,2,5
660,39,48,20,49,84,51,44,53,46,52,23,18,11,20,14,10,9,4,3,NA
661,1,1,24,126,163,176,133,58,29,6,1,1,1,NA,NA,NA,NA,NA,NA,NA
662,10,54,121,94,70,43,54,57,52,43,37,28,14,18,14,13,6,2,2,3
663,1,1,42,106,61,87,156,103,60,45,21,18,3,1,1,1,1,NA,NA,NA
664,18,62,117,98,63,59,86,65,45,29,13,16,15,15,16,7,2,2,2,1
665,2,2,1,55,101,196,107,126,72,36,17,5,4,1,1,NA,NA,NA,NA,NA
666,1,26,88,87,45,44,65,103,82,63,35,24,25,15,10,7,2,3,3,NA
667,1,2,66,83,117,96,90,88,58,35,17,20,20,21,8,6,5,1,NA,NA
668,9,46,99,102,66,70,75,72,53,30,21,31,18,10,13,9,4,4,2,1
669,2,10,25,50,48,75,89,76,69,43,34,22,19,11,11,7,4,2,1,NA
670,1,1,3,27,89,94,79,45,55,50,39,30,26,22,12,9,9,2,2,2
671,1,10,63,118,105,80,59,70,30,23,17,13,2,2,3,1,1,NA,NA,NA
672,1,16,31,43,65,75,78,91,81,70,59,33,33,18,16,6,8,2,1,4
673,3,8,24,66,87,93,88,74,64,54,46,32,20,14,26,10,10,3,4,2
674,1,1,3,66,125,164,141,90,54,36,9,2,1,1,1,2,NA,NA,NA,NA
675,2,30,51,82,88,63,84,89,49,50,48,38,26,13,8,5,3,1,1,1
676,9,24,34,51,88,154,134,116,82,45,30,20,18,20,12,9,4,3,2,1
677,1,7,19,32,42,62,71,74,68,55,43,46,18,13,18,10,5,7,5,2
678,22,131,152,96,96,78,55,26,33,13,8,9,2,5,2,1,1,NA,NA,NA
679,1,1,18,43,91,96,69,65,57,83,64,38,21,22,15,12,19,8,8,4
680,28,67,89,124,112,103,72,55,33,22,11,6,3,1,3,1,2,1,1,1
681,2,3,31,122,160,155,120,72,32,14,3,1,1,1,1,NA,NA,NA,NA,NA
682,3,10,33,85,93,43,42,72,89,86,47,71,65,59,33,21,16,7,5,NA
683,8,32,49,67,81,78,89,68,60,60,41,30,25,16,17,7,4,1,1,1
684,2,6,28,73,68,54,57,74,66,48,41,21,27,8,11,5,5,1,1,2
685,3,28,48,32,127,64,56,107,66,48,35,39,27,20,9,12,3,3,2,1
686,59,52,10,3,18,73,92,81,76,79,35,37,20,19,17,22,14,12,7,5
687,1,2,6,14,65,65,89,104,91,75,72,47,28,33,10,11,12,4,1,NA
688,4,44,59,14,54,85,85,70,74,92,49,41,24,19,8,2,5,2,NA,NA
689,1,2,1,16,83,117,101,71,57,63,59,57,30,24,15,13,10,8,4,NA
690,4,4,29,126,134,79,76,83,61,52,33,28,11,3,3,2,1,1,NA,NA
691,1,2,17,74,99,95,132,121,82,44,18,19,20,2,1,1,1,1,NA,NA
692,9,36,54,63,98,85,61,49,52,49,40,31,13,28,18,15,13,7,5,4
693,3,51,237,94,26,70,93,49,25,19,23,13,18,5,3,2,1,NA,NA,NA
694,2,14,45,57,53,43,30,43,56,72,35,49,33,26,14,9,6,6,2,3
695,2,74,61,125,110,59,90,79,46,26,24,16,12,2,1,1,1,1,NA,NA
696,8,14,46,81,100,81,69,72,59,55,43,32,25,17,13,10,4,2,2,2
697,16,60,131,113,80,93,83,50,40,30,13,8,5,2,2,1,1,1,1,NA
698,2,27,54,85,103,113,100,80,37,42,36,22,8,9,6,5,3,1,1,1
699,1,5,30,172,199,163,87,40,10,3,1,3,1,1,1,NA,NA,NA,NA,NA
700,1,11,72,110,162,107,109,68,40,16,9,1,1,1,NA,NA,NA,NA,NA,NA
701,31,111,80,80,67,79,40,40,25,16,13,7,4,3,1,1,NA,NA,NA,NA
702,1,3,11,34,64,73,74,64,49,54,44,40,26,23,12,10,3,9,3,1
703,2,1,7,50,112,98,102,68,54,63,49,38,28,23,21,8,5,1,NA,NA
704,8,32,29,38,62,75,74,74,77,60,45,38,29,28,19,15,14,8,7,2
705,6,28,56,46,69,106,60,59,67,59,40,36,23,18,19,8,10,12,6,2
706,2,11,37,42,44,48,59,67,67,67,47,32,21,17,19,7,7,1,2,1
707,3,25,44,43,40,74,94,97,81,65,41,38,20,17,21,8,13,2,2,2
708,1,64,165,206,129,47,11,4,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA
709,2,49,39,18,13,3,1,23,66,95,109,98,72,44,39,35,17,9,2,1
710,3,17,60,75,65,83,96,60,41,34,14,22,10,9,3,3,1,1,1,NA
711,1,10,43,99,114,60,49,68,53,33,29,17,12,4,2,1,2,1,1,NA
712,1,2,7,25,43,95,79,69,59,45,43,44,22,20,14,9,10,5,4,2
713,2,13,36,69,83,84,91,78,76,51,54,42,14,13,11,6,3,1,1,2
714,2,3,14,62,105,90,110,112,79,54,34,21,18,8,5,2,5,1,2,1
715,30,64,25,5,14,46,82,81,67,66,57,50,43,24,26,25,10,6,4,2
716,7,12,42,54,45,54,62,70,59,57,42,45,18,10,8,4,4,2,1,2
717,53,191,107,61,94,84,51,34,26,10,7,6,3,1,1,1,NA,NA,NA,NA
718,9,27,55,74,88,56,64,66,65,55,41,34,27,24,23,11,7,2,3,1
719,8,11,19,50,32,56,82,72,61,47,57,37,18,15,9,6,7,8,2,1
720,17,54,101,94,73,57,65,71,64,33,26,15,18,17,11,9,2,5,2,1
721,3,20,61,63,81,107,114,85,65,56,31,20,12,3,2,1,3,2,4,2
722,4,8,21,40,83,108,82,87,79,64,42,35,27,14,20,15,4,1,1,NA
723,3,4,15,50,55,91,79,80,73,82,61,39,26,21,23,12,3,3,10,2
724,1,2,5,4,7,33,89,88,106,105,76,59,53,33,16,22,15,9,3,4
725,15,45,77,114,108,104,75,75,45,26,22,11,8,5,2,1,1,1,NA,NA
726,15,52,43,11,32,105,84,49,57,69,60,24,33,24,16,23,17,4,9,4
727,9,28,42,45,34,63,79,60,39,70,58,51,33,26,35,25,16,10,6,3
728,1,2,5,12,50,70,66,82,111,99,77,63,29,24,15,5,7,4,4,2
729,3,5,24,82,131,96,67,71,62,50,32,23,16,25,17,10,5,5,3,3
730,3,22,66,62,61,90,89,67,55,56,41,38,31,17,9,8,9,5,3,3
731,5,25,138,135,69,60,72,68,42,32,24,28,7,11,7,2,1,1,NA,NA
732,8,14,25,62,102,107,124,87,82,57,38,47,27,11,11,14,8,4,1,1
733,1,1,4,4,10,45,115,166,136,146,108,80,31,21,7,2,2,1,NA,NA
734,3,8,53,62,91,94,55,50,81,58,52,42,29,23,12,6,4,2,2,3
735,38,142,125,58,64,83,74,41,19,18,13,17,14,15,6,2,1,1,NA,NA
736,11,23,43,64,78,64,60,57,67,40,30,25,10,11,4,2,1,3,2,3
737,2,4,44,117,129,104,82,69,53,39,29,12,13,19,8,3,1,2,NA,NA
738,2,1,1,2,18,68,113,100,116,96,67,62,33,24,18,3,6,NA,NA,NA
739,15,33,65,65,66,73,69,62,41,31,16,24,8,7,11,4,3,3,2,NA
740,1,4,27,68,76,42,62,64,95,93,62,43,32,17,24,8,8,6,NA,NA
741,16,43,95,81,102,91,69,63,35,38,21,26,22,10,10,7,2,3,1,NA
742,1,6,50,65,81,101,91,81,79,51,22,20,17,19,18,10,10,1,4,3
743,40,75,37,95,96,73,95,94,39,18,22,24,11,8,1,1,1,1,NA,NA
744,2,6,36,86,85,97,88,76,46,28,19,5,2,2,1,1,1,NA,NA,NA
745,56,61,8,33,130,80,66,92,63,46,19,19,17,26,8,3,3,1,NA,NA
746,2,11,43,70,93,76,78,85,71,55,34,35,25,13,15,13,6,3,2,2
747,28,68,103,90,76,48,53,71,57,48,27,21,15,13,1,4,3,2,1,2
748,1,1,17,93,111,104,109,103,80,36,26,23,13,10,1,1,1,NA,NA,NA
749,10,37,60,19,28,57,111,70,70,64,46,56,28,21,12,11,9,10,7,4
750,1,2,20,68,71,70,94,86,65,35,32,24,14,4,7,2,2,1,NA,NA
751,1,29,130,182,130,96,62,42,27,18,8,4,1,NA,NA,NA,NA,NA,NA,NA
752,1,6,50,93,133,71,61,74,61,49,35,23,18,22,16,4,3,6,2,2
753,17,86,137,97,63,81,78,53,36,25,27,15,9,4,1,1,NA,NA,NA,NA
754,18,35,55,69,100,77,73,84,52,53,29,36,21,9,10,5,5,2,NA,NA
755,2,4,32,68,88,89,75,67,68,73,43,32,19,17,17,10,11,6,11,NA
756,1,1,1,2,13,74,105,88,109,128,97,48,29,13,5,8,4,2,1,1
757,4,21,73,112,112,76,67,66,56,47,31,19,12,14,8,5,2,2,1,NA
758,1,5,32,52,30,39,85,90,75,79,57,55,38,28,28,19,5,4,1,2
759,2,1,28,78,95,93,73,52,52,59,53,43,23,21,25,9,15,6,1,1
760,1,6,23,99,174,164,139,62,34,14,8,1,2,1,NA,NA,NA,NA,NA,NA
761,4,17,57,91,106,55,77,76,68,49,39,21,21,20,13,8,7,4,1,1
762,1,9,128,206,189,99,44,23,8,1,4,1,1,NA,NA,NA,NA,NA,NA,NA
763,1,9,17,65,49,71,92,72,78,69,59,57,15,24,13,16,15,7,4,2
764,42,123,137,225,151,35,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1,3,11,47,78,99,105,93,98,61,49,28,23,19,5,4,2,1,1,NA
766,1,1,3,4,23,72,71,90,87,85,57,36,25,18,14,3,4,3,1,NA
767,9,33,50,26,17,49,67,59,77,72,60,53,40,34,16,22,19,13,6,13
768,1,6,54,129,112,64,71,89,52,40,19,20,20,21,16,9,8,3,1,NA
769,1,4,14,42,76,108,124,142,131,89,48,39,31,18,5,4,3,1,NA,NA
770,1,9,13,28,65,52,88,84,77,61,77,56,34,21,18,11,13,13,6,3
771,1,2,13,35,86,83,76,65,62,44,37,23,26,13,8,13,6,5,NA,NA
772,12,45,92,139,124,120,79,41,29,23,15,7,3,1,2,1,1,NA,NA,NA
773,2,6,27,44,53,78,87,100,81,75,47,38,32,23,12,11,4,8,3,1
774,7,19,34,54,68,83,88,69,81,58,43,35,27,19,20,14,8,5,2,1
775,1,3,17,53,78,93,114,79,54,38,29,17,10,7,3,1,1,NA,NA,NA
776,1,1,3,2,58,151,122,95,96,66,42,31,25,14,11,6,1,1,1,NA
777,5,13,38,56,94,102,96,83,62,53,47,31,19,12,9,4,2,3,1,NA
778,14,27,60,101,64,47,36,43,30,29,27,35,21,15,19,14,8,4,3,1
779,44,64,12,1,9,38,79,86,59,67,70,49,26,27,29,17,25,11,8,10
780,22,71,24,6,4,31,65,81,83,74,64,39,22,36,37,27,22,15,5,3
781,24,49,37,42,102,118,59,67,53,45,34,32,28,14,13,8,4,1,1,NA
782,2,3,2,1,6,55,120,136,134,113,72,34,24,15,9,1,2,1,NA,NA
783,1,1,1,9,55,92,89,95,81,73,79,44,35,22,23,18,3,9,2,1
784,8,62,94,122,103,96,76,49,44,27,25,13,7,1,1,1,1,NA,NA,NA
785,11,34,60,84,88,80,79,67,62,51,24,20,22,12,12,9,4,4,4,3
786,37,63,23,6,9,33,83,103,79,77,54,49,32,33,23,11,11,4,1,NA
787,4,20,57,78,84,75,52,58,80,65,47,25,23,17,17,6,11,3,5,4
788,4,7,25,70,98,101,59,88,83,40,45,24,19,20,24,14,8,3,1,2
789,3,2,9,25,41,63,125,121,127,100,54,28,15,8,4,3,NA,NA,NA,NA
790,1,3,25,54,71,58,59,82,96,99,56,35,29,20,18,15,3,6,2,NA
791,19,67,141,136,84,80,51,32,35,20,21,17,8,9,2,3,3,1,1,NA
792,8,50,116,96,70,38,38,54,60,62,33,27,21,8,12,18,9,4,2,4
793,2,6,33,114,109,86,65,83,65,45,28,16,21,18,14,11,5,4,3,2
794,6,24,36,43,55,96,143,114,78,50,36,24,11,5,7,1,1,1,NA,NA
795,4,70,112,92,68,71,66,59,67,37,24,23,14,13,4,4,1,1,NA,NA
796,1,17,57,40,36,84,103,52,49,76,55,47,21,22,29,14,11,9,3,4
797,3,12,25,46,55,78,61,71,55,39,51,36,18,10,13,8,6,3,6,2
798,39,71,10,2,5,42,89,88,69,82,63,33,29,17,26,17,17,15,9,8
799,2,6,37,78,91,102,97,80,65,48,29,23,20,23,11,6,4,4,3,1
800,1,2,10,30,31,61,60,83,75,69,72,72,53,40,23,20,13,8,5,2
801,3,34,78,86,90,74,66,67,53,43,35,19,21,23,6,13,9,5,6,4
802,18,41,61,61,64,68,70,70,58,74,40,24,25,13,16,13,5,10,4,NA
803,1,21,118,162,131,89,84,43,37,19,6,4,1,1,1,1,1,NA,NA,NA
804,2,6,30,58,72,72,70,83,72,41,45,19,11,8,3,4,1,1,NA,NA
805,12,46,68,45,56,78,65,43,45,35,38,18,17,8,5,10,3,5,1,NA
806,7,13,63,96,76,46,30,35,60,44,28,22,19,17,16,7,3,10,2,4
807,1,6,21,61,61,54,77,82,90,87,58,35,29,28,16,12,9,3,2,NA
808,10,38,51,21,28,54,61,73,57,59,42,55,50,37,37,27,13,9,3,6
809,1,2,2,2,47,166,122,49,47,76,60,51,28,19,23,13,12,5,5,NA
810,1,5,22,52,69,73,72,104,114,76,39,28,21,27,14,6,3,3,1,NA
811,3,4,20,57,93,128,97,100,69,42,32,22,29,9,16,7,4,1,2,NA
812,36,59,20,6,10,54,78,78,53,64,79,52,30,23,23,20,10,19,13,4
813,1,1,2,4,9,37,72,82,86,71,85,87,62,42,21,19,22,13,6,6
814,1,5,53,80,85,76,63,56,58,76,67,32,15,17,18,17,8,4,1,1
815,14,31,33,44,45,48,52,54,56,51,48,32,21,17,13,16,8,8,3,4
816,3,20,62,115,104,114,90,71,41,35,30,16,11,7,5,4,1,1,NA,NA
817,1,9,25,37,31,26,30,63,80,96,85,71,57,50,21,20,12,12,8,1
818,1,10,92,151,93,47,59,75,55,42,25,23,14,7,18,7,11,1,1,NA
819,11,37,50,61,79,70,60,56,67,48,41,44,22,30,19,18,6,4,6,6
820,5,9,30,50,58,63,68,69,67,56,28,23,19,19,14,10,3,3,1,3
821,11,59,75,110,115,97,79,57,38,26,25,20,12,4,3,2,1,1,NA,NA
822,8,38,85,77,71,76,86,80,62,41,25,19,27,13,11,6,4,1,3,2
823,3,7,38,61,76,84,72,67,60,83,51,41,32,24,15,9,4,4,3,1
824,2,1,17,34,47,61,95,91,78,53,54,61,37,24,32,20,12,6,6,4
825,5,10,28,59,57,76,57,69,63,53,39,31,20,14,6,2,4,3,1,1
826,3,8,35,61,65,103,86,74,82,61,39,37,20,16,17,10,4,5,1,NA
827,9,22,51,84,95,80,97,69,85,49,36,16,15,12,4,3,2,2,3,NA
828,24,59,33,42,73,92,82,84,72,49,30,25,16,17,17,6,4,3,2,1
829,10,28,45,84,61,55,62,73,63,49,49,38,33,32,20,10,8,5,6,1
830,26,64,27,18,69,113,74,71,75,65,47,30,17,15,10,3,2,4,1,NA
831,1,3,3,8,37,122,136,85,55,58,46,53,39,31,28,13,9,2,1,NA
832,6,22,48,60,49,52,52,70,80,76,55,44,35,20,17,19,10,7,7,3
833,1,4,31,97,108,88,81,79,56,57,45,27,27,8,16,1,2,1,1,NA
834,7,40,59,33,80,98,53,91,83,54,37,22,21,23,16,9,5,3,1,NA
835,2,1,7,163,192,146,96,42,34,28,4,2,1,1,1,NA,NA,NA,NA,NA
836,52,62,10,3,2,42,99,92,68,86,53,44,37,16,15,13,18,15,3,1
837,65,124,167,125,84,77,37,16,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,4,26,56,86,95,71,75,51,58,54,43,27,16,13,19,20,8,4,3,4
839,18,9,28,69,55,35,80,101,53,64,52,55,36,26,14,10,14,8,5,3
840,5,8,28,40,36,14,12,63,76,94,82,77,52,47,34,21,18,20,4,4
841,24,39,49,24,53,67,84,84,67,65,59,37,25,18,13,9,5,7,1,1
842,2,1,2,10,42,72,76,79,80,93,59,36,19,8,4,6,5,2,2,NA
843,4,12,46,67,67,65,82,84,80,80,41,21,28,16,14,15,6,1,1,5
844,10,41,57,36,87,86,73,61,81,51,44,29,24,23,11,7,3,3,3,NA
845,2,1,12,33,42,56,81,81,91,100,78,51,32,33,16,10,2,4,2,NA
846,22,75,94,103,89,67,78,63,52,33,22,15,7,6,1,2,1,NA,NA,NA
847,9,38,65,63,84,65,87,74,71,47,22,36,18,14,13,7,7,3,2,2
848,2,35,227,140,132,90,49,24,4,2,4,1,1,1,1,1,NA,NA,NA,NA
849,4,23,44,63,65,72,68,88,77,76,40,28,14,21,23,10,10,5,2,2
850,1,2,148,222,196,81,43,24,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
851,3,2,24,37,53,68,82,68,59,57,47,23,24,16,13,7,10,2,3,NA
852,10,37,41,39,80,97,78,89,63,55,48,30,28,18,8,6,2,2,1,NA
853,9,39,98,111,83,66,61,59,55,33,30,27,21,14,6,12,1,2,1,NA
854,8,46,83,80,80,80,77,58,77,55,29,21,14,6,7,4,1,3,1,1
855,1,4,29,65,87,89,87,50,48,67,59,37,29,19,29,10,6,8,3,1
856,5,27,69,80,102,74,63,67,46,46,41,34,27,16,9,13,7,4,4,1
857,1,3,20,60,71,93,82,87,93,58,67,38,30,15,8,1,3,2,NA,NA
858,3,3,15,47,56,84,69,65,65,42,42,28,17,15,11,10,11,8,4,3
859,4,12,37,54,55,73,70,72,56,48,26,29,23,13,8,7,3,4,2,2
860,5,29,43,59,77,71,80,87,71,70,32,36,29,16,11,4,3,4,4,2
861,3,10,36,42,135,150,121,101,74,24,15,2,1,1,NA,NA,NA,NA,NA,NA
862,2,8,12,33,64,79,64,96,77,81,59,45,36,25,23,11,14,3,3,NA
863,5,31,47,17,1,4,34,69,105,103,114,100,77,52,38,21,12,4,1,1
864,3,10,23,52,32,28,55,79,67,70,65,62,60,44,35,18,14,9,2,NA
865,1,3,3,10,40,60,71,56,80,84,77,80,70,36,24,13,8,9,5,NA
866,1,3,37,67,78,79,86,85,90,70,36,31,22,19,16,7,4,1,NA,NA
867,5,11,32,26,14,17,59,87,147,142,99,71,51,26,13,16,6,3,4,2
868,1,1,10,36,67,96,88,114,120,74,49,28,22,13,5,4,1,2,1,NA
869,12,60,53,132,88,62,76,70,43,28,28,13,19,25,11,4,5,1,1,NA
870,22,76,122,211,170,79,31,6,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
871,1,9,40,66,106,101,89,86,65,61,40,27,16,11,5,5,2,2,NA,NA
872,1,3,1,8,19,42,70,103,101,79,83,60,53,42,24,16,14,7,2,2
873,5,18,30,36,20,19,30,59,61,75,92,64,66,46,30,25,21,15,13,6
874,4,22,53,62,62,96,103,84,69,50,34,19,21,16,17,11,5,5,1,1
875,3,22,64,89,96,51,48,75,62,54,45,39,25,18,15,9,9,3,1,2
876,92,26,6,59,109,124,77,60,52,48,44,13,2,2,1,1,1,NA,NA,NA
877,2,2,2,7,4,15,56,126,140,99,85,83,50,36,29,9,7,1,1,1
878,15,57,62,79,88,70,70,60,62,53,30,26,16,12,16,6,4,2,2,1
879,2,2,28,47,71,92,79,56,55,64,22,25,17,16,11,4,3,2,2,NA
880,4,13,49,70,91,79,75,64,61,46,46,37,24,27,11,12,12,4,2,1
881,6,58,50,86,121,69,62,65,46,49,26,30,12,16,14,10,6,1,1,2
882,1,4,29,163,204,106,78,59,37,12,11,9,5,1,1,NA,NA,NA,NA,NA
883,2,2,11,36,56,27,53,72,118,88,100,53,29,30,26,15,9,1,1,1
884,4,8,32,57,80,96,75,54,50,31,24,23,17,13,11,9,6,3,2,3
885,1,1,2,8,61,74,69,65,83,89,100,60,45,31,24,8,4,1,1,NA
886,5,1,3,59,76,127,116,99,102,55,46,25,6,5,3,1,1,NA,NA,NA
887,1,15,173,158,104,111,72,26,34,22,5,1,1,NA,NA,NA,NA,NA,NA,NA
888,1,1,4,30,47,69,84,89,92,87,63,48,29,38,17,14,8,6,5,3
889,3,35,52,64,71,57,49,36,69,59,72,55,35,27,14,8,9,10,5,1
890,2,33,81,98,104,89,73,35,22,23,13,10,6,4,3,1,1,NA,NA,NA
891,10,31,73,95,114,93,104,52,31,39,19,22,18,4,10,4,1,4,3,NA
892,8,60,47,7,5,29,68,76,51,63,68,61,60,38,18,19,18,14,11,10
893,1,1,1,2,6,37,97,101,75,60,52,46,35,38,23,8,8,5,2,NA
894,16,154,136,71,72,86,73,45,30,23,10,4,1,1,NA,NA,NA,NA,NA,NA
895,5,10,38,82,93,88,88,75,73,41,34,26,26,21,7,4,9,5,1,2
896,1,1,9,50,114,112,125,116,73,40,30,29,13,8,6,5,1,1,1,NA
897,91,275,250,74,18,6,3,1,1,1,1,2,4,1,1,NA,NA,NA,NA,NA
898,1,28,81,9,4,6,63,107,70,68,74,62,34,34,32,21,24,7,8,NA
899,60,58,7,58,112,96,92,84,50,30,27,17,17,13,5,3,1,1,NA,NA
900,3,1,11,26,62,77,83,78,59,42,44,32,28,17,11,11,4,4,1,4
901,16,38,75,78,76,73,60,76,64,39,31,20,18,24,18,8,7,8,4,2
902,9,20,60,130,143,110,61,37,12,3,1,2,2,4,2,1,1,NA,NA,NA
903,5,8,31,49,53,81,88,76,67,52,29,24,16,8,5,2,3,1,NA,NA
904,1,6,45,70,45,74,81,73,64,47,34,21,14,8,4,5,4,1,1,NA
905,1,1,6,19,82,85,81,97,103,59,63,45,27,15,13,9,4,9,6,5
906,6,32,110,110,84,58,69,64,42,29,31,32,24,14,6,6,5,3,2,5
907,1,1,2,2,15,29,67,105,118,109,86,72,45,30,24,15,7,2,NA,NA
908,17,53,74,84,106,56,60,82,59,41,33,30,19,8,4,3,1,1,1,NA
909,1,10,225,101,128,61,42,7,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA
910,14,90,124,91,49,80,67,77,40,19,16,18,20,9,8,4,2,1,1,1
911,8,32,77,94,79,60,75,61,57,48,35,15,22,21,14,18,8,3,5,3
912,11,45,72,90,104,115,88,79,55,28,21,12,9,2,1,1,1,1,NA,NA
913,2,2,2,10,29,76,105,78,54,54,58,68,41,30,31,41,20,11,11,4
914,6,32,42,67,62,82,69,68,67,62,35,52,37,26,11,11,2,2,1,1
915,9,30,42,59,53,58,44,46,45,32,37,44,37,25,9,15,7,1,3,2
916,2,2,19,48,79,78,100,96,76,63,50,31,34,22,20,2,3,2,NA,NA
917,1,3,4,61,47,74,93,73,72,83,62,40,32,30,25,13,10,5,2,NA
918,9,34,48,24,8,29,61,78,64,54,70,73,56,35,24,16,18,13,11,6
919,8,44,39,27,66,74,52,53,43,54,32,29,28,20,11,7,2,3,4,1
920,2,8,27,61,63,51,64,81,59,47,48,23,22,14,13,8,3,1,1,2
921,10,65,41,8,3,5,32,78,83,83,90,65,50,37,22,17,17,9,12,4
922,3,11,29,54,80,53,63,79,83,87,61,33,30,22,15,7,8,6,2,NA
923,2,8,15,46,51,70,100,62,71,69,65,43,39,30,19,24,7,4,6,4
924,5,28,71,57,122,100,81,78,63,56,19,20,17,9,2,1,1,NA,NA,NA
925,1,1,1,5,23,72,118,118,130,112,62,31,21,7,8,4,5,1,NA,NA
926,1,2,4,27,99,116,119,121,94,56,31,26,17,8,2,2,3,1,1,NA
927,1,2,1,17,185,164,133,95,44,35,30,11,1,2,1,1,NA,NA,NA,NA
928,1,6,98,121,88,99,117,65,34,28,20,22,15,7,7,1,1,NA,NA,NA
929,11,28,44,86,89,73,65,69,66,49,40,23,33,21,16,7,7,5,2,1
930,10,28,77,70,60,82,82,82,58,46,36,34,19,20,6,9,5,3,1,2
931,6,23,32,32,53,58,72,83,100,80,85,66,46,32,24,14,7,5,5,3
932,23,43,33,41,70,82,46,61,68,45,44,17,12,6,1,2,3,1,1,NA
933,13,65,38,2,5,29,81,90,93,86,61,46,29,27,23,16,15,5,5,2
934,1,13,91,123,98,97,88,79,54,31,16,21,8,8,1,1,NA,NA,NA,NA
935,12,52,41,22,60,75,75,68,96,71,43,36,22,25,12,14,5,4,1,1
936,1,5,5,17,52,87,86,92,77,67,79,43,38,38,14,9,8,11,1,NA
937,9,28,75,97,73,103,98,75,57,40,32,23,7,9,2,1,2,1,NA,NA
938,11,42,85,89,89,78,57,67,63,28,21,22,18,11,13,12,11,10,4,4
939,1,2,20,75,56,62,72,110,89,81,48,28,27,23,17,8,5,2,4,NA
940,3,16,95,122,119,89,92,72,43,29,26,18,5,1,1,NA,NA,NA,NA,NA
941,4,16,69,92,84,60,49,32,29,33,26,26,22,20,10,13,3,2,3,5
942,1,1,1,5,49,101,108,95,114,114,53,36,20,16,8,4,2,1,1,2
943,7,17,43,48,96,81,89,80,70,60,40,23,21,18,16,6,7,3,4,1
944,34,66,83,84,103,101,81,60,48,25,12,16,9,5,3,2,2,1,NA,NA
945,3,25,35,33,26,50,87,94,100,65,70,45,32,29,17,16,3,2,1,2
946,2,5,24,56,47,78,88,64,64,52,58,47,33,32,27,14,13,11,11,4
947,3,1,14,70,113,119,119,131,98,30,13,6,3,1,1,NA,NA,NA,NA,NA
948,1,11,58,117,147,205,129,74,43,31,20,13,9,3,3,1,1,NA,NA,NA
949,25,43,58,86,95,57,42,61,62,57,38,29,16,15,13,17,9,3,7,2
950,18,39,83,84,78,71,53,59,57,44,32,29,24,16,10,14,4,6,3,2
951,12,81,128,115,121,111,64,42,29,10,7,1,4,1,2,1,1,NA,NA,NA
952,1,8,26,35,56,66,90,85,80,54,39,20,20,7,5,2,2,1,1,NA
953,16,70,28,3,5,30,82,85,65,68,76,50,27,39,26,26,16,12,7,2
954,1,8,46,113,113,121,89,70,59,32,20,21,18,14,2,1,2,NA,NA,NA
955,1,1,3,14,44,74,95,90,87,80,63,54,42,19,25,17,10,5,3,3
956,8,53,105,184,158,98,62,27,15,8,1,2,1,2,1,2,NA,NA,NA,NA
957,2,13,48,59,58,114,78,76,70,57,35,25,18,16,22,17,13,6,6,2
958,10,27,37,46,75,83,72,78,59,56,51,49,33,27,8,4,7,6,5,2
959,8,50,35,25,28,85,81,68,93,62,57,39,30,24,16,18,10,3,1,2
960,2,10,29,69,95,74,72,48,65,67,55,41,21,27,15,20,7,5,7,3
961,12,48,67,87,91,83,70,71,42,41,43,24,20,9,7,7,4,1,1,2
962,20,73,166,83,53,70,62,40,38,26,23,25,17,13,4,2,1,1,NA,NA
963,54,61,7,2,15,71,113,98,68,55,32,25,25,37,18,18,21,4,3,3
964,2,1,3,42,155,142,151,98,60,35,25,5,2,1,1,NA,NA,NA,NA,NA
965,11,46,107,107,88,60,62,40,44,40,36,29,19,9,13,9,6,3,2,1
966,2,1,1,7,21,60,62,84,96,78,86,64,47,37,37,21,17,6,3,NA
