Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
253,3,2,7,13,22,44,32,44,54,44,39,33,21,20,26,19,25,28,28,17,23,13,19,10,9,13,14,13,10,12,8,2,2,4,8,4,4,6,5,5,5,2,3,3,5,2,1,1,3,NA
254,1,3,5,9,16,26,28,31,34,29,20,28,22,30,34,31,39,46,37,37,30,40,36,19,21,11,16,9,7,11,3,3,8,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,1,1,3,9,17,35,29,30,37,27,31,39,31,32,45,34,44,44,25,38,31,23,22,19,10,15,13,4,6,8,5,5,4,3,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1,1,1,1,2,2,8,12,17,31,31,43,34,46,34,42,38,42,39,34,37,31,28,24,11,20,14,13,11,11,13,10,6,7,7,5,5,6,1,3,1,1,1,2,NA,NA,NA,NA,NA,NA
257,3,2,7,6,13,19,21,20,14,10,7,15,16,32,27,26,21,33,24,26,31,32,43,28,26,30,33,26,27,15,25,9,10,11,9,7,5,3,3,1,6,3,1,4,1,1,2,1,NA,NA
258,1,2,3,7,5,13,31,27,28,29,43,28,35,28,37,28,28,36,25,25,19,18,20,10,10,11,9,4,8,6,4,3,3,5,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,1,1,2,2,6,13,14,17,35,27,25,44,62,56,86,70,68,59,64,47,28,28,21,12,16,10,14,6,7,10,3,3,3,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1,4,6,6,11,11,11,23,26,21,28,33,37,34,41,31,39,39,45,35,30,37,21,27,13,13,19,13,8,10,9,9,7,6,7,5,3,3,3,1,2,3,2,1,1,NA,NA,NA,NA,NA
261,6,17,33,44,37,52,64,46,37,33,15,5,7,10,23,16,29,41,35,21,24,18,17,12,11,8,10,4,3,4,9,8,7,6,4,2,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
262,3,2,3,13,29,46,46,73,49,49,68,65,48,50,53,43,30,19,11,13,13,8,8,5,6,9,6,11,9,14,11,6,13,13,4,2,2,6,1,3,4,1,4,2,2,1,3,NA,NA,NA
263,2,2,9,3,3,8,15,24,22,21,32,22,31,23,23,19,22,26,16,19,23,18,18,18,15,16,15,10,10,16,11,11,11,5,10,7,10,4,6,2,4,3,1,3,2,2,3,1,1,NA
264,3,8,53,71,75,69,65,73,53,59,36,39,22,20,13,15,7,8,9,6,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1,1,4,15,20,32,18,16,13,5,13,21,23,51,44,39,30,16,19,30,29,28,31,23,13,27,17,14,19,9,13,13,9,9,7,9,6,5,6,7,2,3,3,5,4,2,3,2,1,NA
266,4,8,15,12,17,10,13,16,13,16,19,22,32,36,38,34,37,34,31,45,45,28,22,21,24,21,19,13,9,10,7,9,7,3,9,6,4,3,3,5,3,2,1,2,1,1,1,NA,NA,NA
267,5,6,10,16,20,20,21,26,28,24,42,38,42,36,30,38,36,41,33,33,22,25,18,18,17,6,13,13,13,6,4,5,8,4,2,5,2,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
268,5,9,12,12,25,27,37,34,45,43,31,34,26,19,14,16,17,19,15,20,32,13,25,23,20,14,14,19,11,15,15,9,8,5,10,4,8,5,5,4,6,2,3,1,1,1,1,1,NA,NA
269,1,1,1,4,2,8,19,40,51,76,51,45,36,28,18,22,31,28,22,24,30,28,19,15,12,14,8,10,10,6,10,8,6,4,9,4,4,6,4,4,3,1,3,3,1,NA,NA,NA,NA,NA
270,1,3,3,6,19,22,21,32,19,32,30,34,40,25,39,33,29,35,39,36,25,19,24,16,22,16,18,8,11,3,6,6,4,7,9,8,4,5,8,3,3,1,2,3,2,2,1,1,NA,NA
271,5,16,46,34,15,4,4,2,4,24,46,63,48,47,28,18,21,24,33,29,31,26,20,21,10,17,19,10,7,13,11,8,6,9,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,3,19,24,32,26,21,13,32,52,49,38,35,30,18,21,17,22,27,39,37,25,24,18,10,18,15,8,9,10,8,7,3,6,3,3,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,1,2,1,7,18,31,41,51,61,57,37,34,26,25,27,30,24,35,28,30,17,14,16,9,9,10,7,6,9,11,8,5,11,2,7,2,3,2,5,1,3,2,2,1,1,1,NA,NA,NA,NA
274,5,3,3,12,4,7,16,36,90,84,104,76,62,54,47,38,19,16,7,10,5,4,5,7,9,5,11,5,14,11,11,10,12,10,11,13,6,6,6,4,3,1,2,2,2,1,1,NA,NA,NA
275,5,7,7,7,11,13,14,10,13,20,20,20,25,25,33,26,29,21,18,25,22,14,22,18,19,18,20,19,7,15,8,13,5,9,4,4,6,3,3,5,2,3,2,2,2,2,2,NA,NA,NA
276,7,6,10,14,11,17,21,14,12,10,6,6,8,11,15,19,26,35,32,38,31,24,23,28,30,32,20,28,24,27,24,13,14,15,11,9,5,9,9,13,6,6,5,2,3,1,1,NA,NA,NA
277,1,2,5,7,16,18,28,28,31,40,29,34,30,29,20,21,21,16,9,27,13,20,17,16,18,12,10,15,17,6,4,8,7,3,3,3,5,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
278,2,2,16,9,10,17,21,19,23,28,38,27,26,32,34,29,30,35,36,33,27,39,22,23,17,8,11,12,13,14,9,5,13,10,3,6,8,6,5,4,3,4,1,1,2,1,1,NA,NA,NA
279,2,6,7,14,33,31,43,35,35,39,29,39,38,30,30,28,31,25,18,9,12,15,7,2,6,4,5,7,1,3,2,1,2,3,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,1,1,1,1,1,3,7,15,16,20,26,36,37,41,46,45,47,50,50,44,37,23,29,21,26,20,14,9,14,12,3,7,6,2,6,4,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,6,5,13,10,19,25,24,23,29,29,23,32,36,50,44,38,48,44,40,20,26,20,27,22,10,10,6,7,11,10,8,1,5,4,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
282,1,1,1,9,8,13,17,16,12,17,17,29,23,34,32,44,32,31,22,28,22,30,22,21,28,22,27,17,30,19,12,17,9,11,7,6,6,11,7,4,6,9,2,2,1,NA,NA,NA,NA,NA
283,5,4,1,2,3,10,16,24,23,30,21,19,27,30,38,29,29,26,23,21,28,27,22,20,17,12,15,13,5,8,9,6,6,5,3,2,2,4,4,2,2,2,1,1,1,NA,NA,NA,NA,NA
284,1,3,7,14,18,18,30,27,35,17,18,28,8,15,16,18,15,18,21,37,22,33,23,23,13,11,17,7,7,14,13,6,7,5,2,6,5,1,4,4,3,2,3,1,1,1,NA,NA,NA,NA
285,1,2,6,6,18,16,29,30,29,21,32,39,32,23,37,21,34,35,40,26,27,38,28,20,16,18,27,13,15,17,6,6,7,3,5,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,5,5,8,9,19,25,31,19,12,4,13,18,25,27,37,45,36,23,20,23,17,9,15,19,21,31,30,18,21,17,24,16,9,9,11,8,4,6,1,5,8,3,6,2,6,4,2,1,1,2
287,1,3,5,3,12,10,16,14,24,24,19,26,15,20,21,23,28,19,22,19,14,22,23,20,17,22,22,12,10,23,20,8,9,7,11,13,4,5,3,2,3,1,1,1,1,NA,NA,NA,NA,NA
288,2,1,3,2,9,18,10,27,30,29,37,25,26,42,28,26,33,18,22,29,18,20,15,15,21,11,13,3,8,4,7,11,3,4,4,1,4,4,2,4,4,1,1,1,2,NA,NA,NA,NA,NA
289,1,1,2,4,5,11,10,28,29,21,27,45,38,34,30,35,39,37,39,33,29,28,36,16,30,13,13,12,13,8,7,8,4,5,6,5,5,9,2,3,1,3,1,2,1,1,1,1,NA,NA
290,2,2,1,4,16,22,33,23,17,15,26,38,40,46,32,37,22,32,24,29,28,26,30,21,23,14,13,12,12,10,6,7,9,12,10,7,4,5,8,3,1,3,2,1,1,1,NA,NA,NA,NA
291,3,5,10,18,23,21,14,11,15,10,18,35,30,26,40,24,22,24,24,33,35,30,31,30,15,21,21,18,8,10,12,5,3,6,7,9,7,7,8,8,8,2,5,5,3,2,4,2,2,1
292,1,1,3,32,66,21,44,110,111,117,84,39,37,26,16,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,2,1,8,10,19,19,34,53,58,40,49,27,27,16,16,28,21,21,31,22,20,24,23,17,8,9,14,9,12,6,7,6,10,10,3,7,7,7,6,11,3,2,3,3,1,1,2,1,NA,NA
294,2,1,6,14,20,18,17,14,12,11,11,12,12,29,24,30,25,29,25,29,30,31,21,26,25,30,16,25,19,16,15,17,17,15,10,11,13,7,11,7,10,4,2,2,3,4,1,1,1,1
295,1,2,1,4,2,5,13,19,16,35,34,40,48,43,48,39,39,34,42,29,31,26,25,16,17,18,14,16,11,12,14,6,3,9,1,3,3,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
296,3,4,5,11,10,18,21,17,21,17,21,28,32,29,25,38,31,28,21,15,18,24,24,20,25,23,19,16,11,20,12,12,9,15,9,10,9,10,6,12,6,2,6,5,6,2,1,2,2,1
297,2,4,6,9,21,18,37,35,48,34,46,37,36,23,15,15,14,15,17,27,26,29,22,27,21,21,13,7,7,12,8,3,8,4,4,9,7,10,10,4,4,2,3,1,4,2,1,NA,NA,NA
298,1,1,3,3,2,12,9,16,23,11,16,19,19,25,35,32,28,37,37,42,31,16,21,18,21,15,11,14,16,7,8,6,8,5,3,6,3,7,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
299,6,3,4,4,9,8,21,21,30,30,39,41,47,53,54,54,44,39,43,34,28,26,20,34,19,16,27,8,14,8,3,8,11,6,5,5,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
300,1,1,2,1,2,5,11,21,24,22,30,34,31,45,42,41,28,52,36,28,30,34,36,30,30,15,17,13,12,13,6,6,6,5,5,2,1,1,2,2,1,1,1,2,3,1,1,NA,NA,NA
301,2,3,1,3,12,20,16,20,40,29,32,30,35,27,18,33,21,37,24,28,32,28,33,30,21,26,16,17,18,13,14,7,11,8,4,6,5,5,1,1,1,2,1,2,1,1,NA,NA,NA,NA
302,1,4,6,7,26,25,26,24,27,28,25,21,21,16,26,24,28,37,48,37,30,41,26,34,23,15,18,11,14,11,5,5,5,4,6,4,5,3,5,3,1,2,1,1,1,1,NA,NA,NA,NA
303,1,1,11,56,136,105,76,76,71,74,34,34,19,14,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,2,5,6,9,15,16,31,28,26,34,42,31,42,29,20,34,24,26,27,26,26,18,25,27,21,14,14,13,11,11,10,11,5,10,7,6,4,3,3,5,3,2,2,5,1,1,3,1,NA,NA
305,1,1,3,4,12,14,26,23,31,32,36,34,40,32,31,32,27,22,36,23,27,21,27,20,33,23,17,11,12,5,7,6,5,7,5,6,5,4,4,5,5,6,3,2,2,1,1,2,NA,NA
306,2,2,5,10,9,15,14,16,9,7,9,11,11,15,18,9,16,23,31,22,25,19,25,23,20,18,22,22,15,18,9,15,17,16,7,6,14,5,12,4,6,6,8,2,1,2,1,3,3,NA
307,1,5,5,8,20,14,15,14,16,27,15,14,21,28,19,34,38,22,15,25,23,16,20,23,24,25,30,20,18,24,16,14,18,16,12,13,7,13,13,10,4,4,4,3,2,1,1,1,2,NA
308,4,8,23,45,57,61,48,57,35,29,44,36,36,29,25,24,21,20,18,12,12,15,10,9,6,8,7,5,7,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1,1,1,4,13,22,45,66,57,52,40,42,25,13,22,17,17,14,27,29,30,25,25,14,24,12,6,9,12,5,7,9,9,8,6,3,3,5,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA
310,2,1,7,7,18,22,28,11,9,2,1,1,1,2,8,13,52,43,42,65,56,38,38,33,35,37,45,35,37,28,16,12,8,19,9,12,12,4,8,2,12,4,3,1,1,2,1,1,NA,NA
311,1,1,3,4,3,12,20,28,27,40,41,34,33,32,29,21,21,24,31,23,21,25,24,23,13,21,17,21,8,15,10,16,8,10,11,8,9,5,6,4,8,7,2,1,4,3,3,1,NA,NA
312,1,2,3,10,14,26,26,35,35,41,42,41,31,22,18,18,16,28,16,14,18,17,32,21,31,13,22,10,14,16,4,5,6,11,3,9,8,10,10,2,6,1,4,1,3,5,3,2,3,3
313,10,20,28,36,33,47,40,32,24,26,33,25,22,23,20,23,34,31,31,26,25,16,12,12,13,6,3,7,8,11,7,6,7,11,7,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
314,1,2,2,5,6,18,23,29,31,35,31,36,50,34,34,29,19,29,37,33,31,25,22,30,13,16,10,18,4,8,11,9,8,7,7,8,3,4,4,3,1,3,1,NA,NA,NA,NA,NA,NA,NA
315,5,8,12,15,11,17,20,13,12,9,6,8,15,22,31,35,30,28,30,35,49,41,32,34,27,27,29,20,14,11,12,11,10,9,6,6,7,6,4,4,1,4,3,2,1,1,2,NA,NA,NA
316,2,4,10,10,35,28,39,40,41,39,37,37,36,29,21,29,33,31,24,29,24,20,17,8,9,8,8,7,7,10,7,7,5,6,6,9,2,1,4,2,2,4,2,1,NA,NA,NA,NA,NA,NA
317,1,1,3,3,6,15,24,17,23,24,25,22,20,14,18,31,22,26,28,27,32,23,27,21,22,23,17,17,12,7,7,7,9,5,1,5,2,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
318,3,2,11,22,26,35,32,40,27,31,36,20,28,22,26,36,28,34,33,27,36,24,28,21,18,11,10,5,10,6,7,6,7,4,6,3,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
319,9,5,3,8,17,19,27,24,37,21,33,27,36,28,31,26,26,33,40,26,30,27,27,20,19,21,16,13,17,7,12,8,7,5,5,2,8,2,1,2,2,2,1,2,1,2,NA,NA,NA,NA
320,1,1,2,1,1,6,9,15,18,35,46,43,39,34,30,43,34,40,28,24,27,26,18,25,16,22,22,15,7,10,13,11,7,12,5,7,2,8,3,8,4,6,7,1,1,2,NA,NA,NA,NA
321,1,1,4,8,10,15,10,25,24,20,22,25,29,26,28,27,36,28,27,41,29,35,35,36,42,32,18,21,6,9,11,9,4,7,7,6,3,2,5,2,3,1,1,NA,NA,NA,NA,NA,NA,NA
322,3,17,24,41,26,7,4,1,8,15,21,36,45,51,47,32,31,28,29,33,29,28,26,19,17,8,16,13,14,10,9,8,9,6,7,7,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1,2,1,7,7,23,18,19,35,36,27,22,41,33,27,51,53,43,36,38,29,20,18,24,14,13,8,14,7,6,10,7,9,2,7,6,1,5,1,3,1,2,2,1,NA,NA,NA,NA,NA,NA
324,5,10,28,31,23,17,4,4,3,11,18,30,30,48,43,36,54,30,39,29,19,13,23,19,18,12,12,6,17,13,21,16,4,5,7,9,10,3,2,2,2,2,1,1,1,NA,NA,NA,NA,NA
325,2,1,2,2,3,5,12,10,26,22,30,27,32,40,27,29,29,22,23,20,20,22,29,22,19,21,17,13,24,21,20,22,14,12,15,10,6,8,11,18,3,3,2,6,3,1,2,1,1,NA
326,1,1,4,8,13,7,15,25,22,25,41,22,37,28,29,25,36,33,36,46,37,27,34,36,17,19,17,11,12,9,8,11,8,3,6,5,3,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA
327,1,7,3,18,37,66,55,83,49,51,47,51,39,40,29,22,19,14,14,15,9,14,12,2,4,7,5,4,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,1,2,1,2,5,9,16,12,15,19,15,14,5,11,5,8,26,24,36,32,40,31,27,28,38,30,31,20,32,20,16,18,21,18,14,15,9,9,7,8,10,7,3,5,5,2,5,2,1,NA
329,1,1,4,4,18,18,35,14,14,21,31,31,45,39,33,22,30,26,30,23,30,25,28,37,24,24,20,13,12,8,10,18,8,6,8,10,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,1,1,1,1,1,4,13,15,34,36,38,37,40,31,31,49,46,41,40,37,42,43,24,11,21,19,14,12,8,13,8,4,3,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,2,3,6,5,13,8,13,17,22,20,19,33,27,31,34,37,33,49,29,26,29,30,19,23,19,16,30,12,19,16,15,7,9,12,3,5,8,6,2,5,2,3,3,5,1,3,1,NA,NA,NA
332,7,14,25,29,23,15,3,4,1,4,4,7,21,32,34,47,44,47,37,40,44,36,34,31,17,14,14,13,16,18,10,7,5,3,9,5,3,5,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA
333,2,1,1,11,7,8,16,33,36,32,48,52,31,35,20,18,24,19,23,18,34,21,26,17,16,23,19,22,19,12,11,9,13,14,7,10,4,5,4,1,3,2,1,2,1,1,1,1,1,NA
334,2,2,2,5,10,13,23,28,31,44,30,38,39,34,35,41,29,27,35,23,30,24,23,22,13,27,11,17,11,11,7,5,5,1,3,10,4,4,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA
335,2,1,3,1,2,6,31,53,61,41,32,29,22,34,68,54,50,28,26,13,24,23,38,33,39,23,32,22,12,13,18,12,12,5,4,3,2,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
336,2,1,1,3,6,26,51,59,73,55,36,51,27,26,25,29,28,26,29,24,19,15,19,21,23,17,6,7,11,8,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,1,1,2,2,5,8,16,28,37,38,33,40,46,37,48,44,40,64,39,41,30,28,26,20,10,11,6,7,3,7,3,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1,1,3,11,13,36,38,56,51,49,37,36,33,30,36,37,29,30,24,23,13,23,21,20,14,7,9,9,7,8,3,3,4,3,3,1,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,2,1,2,4,21,45,78,88,98,77,76,60,53,34,29,15,9,6,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,4,3,7,8,18,23,41,39,40,42,34,33,25,27,20,18,23,20,26,17,27,24,18,28,16,16,13,17,12,12,7,8,3,6,9,8,5,3,7,4,4,4,1,4,2,2,3,1,3,NA
341,1,1,1,1,3,8,11,18,33,42,59,48,47,39,36,29,31,24,28,37,24,30,24,15,16,19,15,8,10,10,10,10,8,9,5,7,2,5,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
342,2,1,2,7,12,8,18,18,20,32,21,17,23,35,31,25,31,27,38,33,18,15,18,13,13,21,11,14,16,12,6,5,6,6,4,5,4,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA
343,1,1,1,2,11,24,33,37,50,62,58,49,35,28,24,37,39,34,26,25,20,30,14,12,9,8,9,6,9,5,8,4,8,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,5,6,15,26,53,53,69,50,27,31,28,26,17,26,22,35,24,26,26,12,17,19,10,10,15,8,11,9,14,6,9,2,5,4,5,4,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
345,3,2,2,5,7,12,18,26,17,19,19,24,26,40,21,19,26,28,25,22,21,20,14,10,11,19,11,13,8,9,9,11,8,8,10,8,6,9,3,7,3,2,3,3,3,4,1,3,NA,NA
346,1,1,2,1,3,5,7,22,24,33,34,39,50,63,45,41,43,46,42,28,34,25,32,11,16,23,14,10,8,7,4,6,1,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1,1,1,1,1,9,7,9,30,24,26,44,42,41,39,47,41,45,52,33,38,30,30,38,17,15,9,8,4,8,6,7,2,3,4,4,1,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
348,1,1,2,1,1,1,4,3,22,63,127,118,75,48,53,22,13,3,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,2,3,13,40,65,100,92,80,74,57,46,31,18,12,3,8,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1,6,9,21,30,37,33,31,36,36,42,45,50,34,35,38,57,38,24,19,25,12,10,10,6,8,11,11,4,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,2,3,7,14,24,30,30,31,40,29,42,38,28,36,20,22,32,27,33,21,28,13,21,15,12,12,12,13,8,11,6,10,6,9,5,7,2,4,7,4,4,4,3,1,1,1,1,1,NA,NA
352,1,4,9,9,21,25,18,24,30,32,41,48,50,54,42,33,36,39,39,22,29,16,20,18,12,4,7,10,7,8,3,2,4,3,4,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,1,3,1,6,9,16,19,18,24,37,34,53,65,61,71,69,69,56,57,30,25,22,18,14,16,13,10,6,10,4,9,5,6,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1,1,9,10,24,26,36,33,29,28,31,28,15,25,42,41,32,45,38,31,36,23,20,17,14,12,8,10,11,7,9,10,5,6,5,3,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
355,2,6,9,7,25,12,15,19,24,22,26,30,28,35,29,30,34,33,24,32,30,33,25,30,17,21,15,14,11,12,10,11,4,11,10,5,5,6,2,4,6,2,1,2,1,1,1,1,2,NA
356,1,1,1,1,3,12,10,15,17,35,22,30,36,39,34,46,45,32,39,41,43,31,27,23,23,20,12,14,11,6,12,5,8,11,3,1,1,2,4,2,1,1,2,2,1,1,1,NA,NA,NA
357,1,1,6,24,72,133,90,60,86,73,41,32,30,18,21,14,7,3,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1,4,9,11,31,28,35,40,36,29,36,27,28,34,29,31,36,33,32,22,24,23,10,13,12,15,4,5,5,7,12,4,4,3,7,6,8,5,8,4,2,3,3,4,1,1,1,3,1,NA
359,1,1,2,1,3,4,7,17,20,28,29,26,23,38,45,34,41,52,45,48,39,46,39,21,15,25,19,15,11,2,6,5,6,3,2,1,4,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,2,5,11,19,16,20,27,29,33,37,42,31,29,29,15,23,22,17,25,21,17,31,24,30,19,24,19,5,10,8,13,9,7,10,7,5,3,12,5,5,5,3,1,4,1,1,2,2,NA,NA
361,3,6,12,15,12,27,26,24,24,31,20,22,22,22,31,17,29,32,22,30,25,32,35,23,27,28,19,25,15,8,9,7,6,2,3,7,7,5,2,5,1,4,1,1,2,1,1,2,1,NA
362,2,5,10,15,27,22,24,30,47,38,37,35,34,31,30,31,42,22,31,19,13,26,20,16,12,4,15,9,11,6,9,8,9,8,6,6,6,2,2,4,3,2,2,1,NA,NA,NA,NA,NA,NA
363,1,4,7,16,19,28,43,48,41,35,29,26,29,36,28,42,22,41,28,26,16,21,11,15,16,11,5,18,13,6,9,7,4,2,6,5,4,2,1,4,5,2,2,1,NA,NA,NA,NA,NA,NA
364,2,2,8,11,15,24,53,36,42,32,32,39,64,50,51,35,41,54,37,30,16,16,15,6,5,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1,1,1,1,9,14,21,37,34,30,17,21,25,18,24,24,30,37,35,29,26,25,15,13,17,10,13,12,10,10,10,5,5,3,3,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,8,14,14,35,22,13,6,4,4,11,24,25,33,48,33,32,35,30,44,37,30,23,28,17,16,15,8,16,10,9,9,16,13,10,5,4,3,3,7,4,6,2,1,2,1,1,NA,NA,NA,NA
367,1,1,2,5,8,18,37,34,30,51,31,39,31,28,35,31,12,27,33,43,42,26,23,16,16,11,7,8,10,11,7,7,4,4,5,3,10,4,5,5,2,4,1,2,3,1,1,NA,NA,NA
368,1,2,2,10,24,41,54,51,42,45,29,29,23,19,24,24,31,28,33,35,24,18,22,8,11,11,3,9,14,8,4,7,3,6,4,9,6,3,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA
369,1,1,8,5,3,10,11,18,21,26,26,25,27,24,25,25,35,35,33,36,41,34,31,22,37,18,29,18,14,20,10,13,11,14,4,4,3,3,2,1,4,1,2,1,NA,NA,NA,NA,NA,NA
370,4,8,16,31,34,25,34,47,41,40,44,47,40,30,35,36,29,29,29,20,18,15,19,8,8,14,2,3,4,5,2,2,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,1,2,4,9,5,15,23,19,34,40,28,35,33,26,31,27,29,26,36,33,23,31,28,16,20,25,15,9,13,7,5,9,9,9,5,5,9,8,4,5,7,4,4,1,2,2,1,NA,NA,NA
372,1,1,8,9,36,42,49,54,37,45,57,53,41,37,29,35,24,32,28,17,10,12,10,9,6,9,7,6,3,10,3,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1,1,1,2,7,5,11,20,19,34,33,24,43,39,34,36,43,42,50,36,30,28,24,28,26,26,13,13,12,10,4,3,5,4,2,4,3,1,1,3,1,3,1,1,1,NA,NA,NA,NA,NA
374,8,11,15,22,25,15,8,6,6,6,6,10,14,27,26,34,28,31,28,28,32,28,47,31,30,24,20,16,17,21,8,14,15,9,8,6,12,11,5,5,5,2,6,2,1,1,3,1,1,NA
375,3,7,33,32,25,12,5,3,10,20,45,42,51,40,24,20,15,28,37,37,30,31,24,17,15,13,20,14,15,12,5,10,11,2,7,5,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
376,1,1,3,24,58,86,80,70,42,42,47,52,47,33,27,21,19,18,13,11,12,9,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,1,3,6,6,24,22,41,48,51,47,37,35,44,32,37,35,32,26,24,18,30,19,14,14,18,17,7,7,10,6,5,2,3,2,2,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
378,6,3,6,4,14,14,27,33,28,23,23,47,40,27,33,34,34,33,32,26,36,17,13,18,15,10,19,14,11,11,7,6,4,6,7,10,7,5,2,6,2,5,1,5,2,1,2,1,NA,NA
379,1,3,8,12,20,28,44,53,39,45,35,35,35,23,17,24,32,27,35,30,20,22,19,13,11,5,9,11,10,8,5,12,12,5,5,3,4,3,2,2,2,1,2,1,1,1,NA,NA,NA,NA
